CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_PSG_WGT	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECHC	CPETECHP	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	CPETSPEC	CPETSPEP	C_RATING	C_UPDATE	C_YRS_IR	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
108908043	1	0	1	0	1	1	0	ALTON MEMORIAL J H	 	N	N	N	N	N	N	N	N	N	N	N	70	60	2731	Y	1903	33	30	800	Y	264	39	26	1000	Y	385	35	13	.	Y	.	.	35	HIDALGO	108	133	13.5	983	957	.	.	857	89.6	357	37.3	59	6.2	M	 	.	MISSION CISD	108908	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108908044	0	0	1	0	1	0	0	RAFAEL A CANTU J H	 	N	N	N	N	N	N	N	N	N	N	N	69	60	2126	Y	1471	32	30	800	Y	259	35	26	1000	Y	354	30	13	.	Y	.	.	30	HIDALGO	108	142	16.9	841	747	.	.	631	84.5	245	32.8	57	7.6	M	 	.	MISSION CISD	108908	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108908101	0	0	0	0	0	0	 	BRYAN EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	844	Y	636	43	32	600	Y	257	43	28	800	Y	340	37	12	.	Y	.	.	37	HIDALGO	108	66	11.1	595	754	.	.	503	66.7	212	28.1	44	5.8	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108908102	0	0	0	0	0	0	 	CASTRO EL	 	N	N	N	N	N	N	N	N	N	N	N	59	60	652	N	383	36	32	600	Y	214	35	28	800	Y	278	29	12	.	Y	.	.	29	HIDALGO	108	77	16.5	468	563	.	.	523	92.9	274	48.7	41	7.3	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108908104	0	0	0	0	0	0	 	MARCELL EL	 	N	N	N	N	N	N	N	N	N	N	N	71	60	470	Y	333	40	32	600	Y	237	40	28	800	Y	319	36	12	.	Y	.	.	36	HIDALGO	108	60	15.1	398	447	.	.	382	85.5	190	42.5	23	5.1	M	 	.	MISSION CISD	108908	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108908105	0	0	0	0	1	0	 	PEARSON EL	 	N	N	N	N	N	N	N	N	N	N	N	72	60	452	Y	325	48	32	600	Y	285	41	28	800	Y	329	39	12	.	Y	.	.	38.5	HIDALGO	108	83	22.2	374	443	.	.	399	90.1	201	45.4	36	8.1	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108908107	1	1	1	1	1	1	 	ALTON EL	 	N	N	N	N	N	N	N	N	N	N	N	81	60	529	Y	426	56	32	600	Y	334	49	28	800	Y	394	47	12	.	Y	.	.	47	HIDALGO	108	83	20.6	402	477	.	.	427	89.5	230	48.2	28	5.9	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108908108	0	0	1	1	1	1	 	CANTU EL	 	N	N	N	N	N	N	N	N	N	N	N	72	60	553	Y	396	49	32	600	Y	295	44	28	800	Y	348	45	12	.	Y	.	.	45	HIDALGO	108	71	17.5	405	472	.	.	434	91.9	276	58.5	25	5.3	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108908109	1	1	1	1	1	1	 	LEAL EL	 	N	N	N	N	N	N	N	N	N	N	N	83	60	719	Y	598	53	32	600	Y	315	49	28	800	Y	393	43	12	.	Y	.	.	43	HIDALGO	108	92	18.4	501	641	.	.	567	88.5	276	43.1	44	6.9	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108908110	1	0	1	0	1	1	 	MIMS EL	 	N	N	N	N	N	N	N	N	N	N	N	83	60	846	Y	705	46	32	800	Y	369	49	28	800	Y	395	52	12	.	Y	.	.	52	HIDALGO	108	29	5.8	501	656	.	.	394	60.1	115	17.5	38	5.8	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108908111	0	0	0	0	0	1	 	OLLIE O'GRADY EL	 	N	N	N	N	N	N	N	N	N	N	N	63	60	631	Y	398	40	32	800	Y	318	38	28	800	Y	302	28	12	.	Y	.	.	28	HIDALGO	108	86	18.5	466	550	.	.	487	88.5	245	44.5	44	8	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108908112	0	0	0	0	1	0	 	CARL C WAITZ EL	 	N	N	N	N	N	N	N	N	N	N	N	74	60	601	Y	443	42	32	600	Y	250	41	28	800	Y	327	38	12	.	Y	.	.	38	HIDALGO	108	91	17.9	507	592	.	.	543	91.7	299	50.5	34	5.7	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108908113	1	1	1	1	1	1	 	SALINAS EL	 	N	N	N	N	N	N	N	N	N	N	N	82	60	521	Y	426	56	32	600	Y	334	53	28	800	Y	423	52	12	.	Y	.	.	52	HIDALGO	108	55	13.1	421	499	.	.	450	90.2	259	51.9	26	5.2	M	 	.	MISSION CISD	108908	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108908114	1	1	1	1	1	1	 	RAQUEL CAVAZOS EL	 	N	N	N	N	N	N	N	N	N	N	N	82	60	596	Y	488	56	32	600	Y	336	54	28	800	Y	434	49	12	.	Y	.	.	49	HIDALGO	108	88	19.2	458	546	.	.	460	84.2	282	51.6	27	4.9	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108908115	1	1	1	0	1	1	 	HURLA M MIDKIFF EL	 	N	N	N	N	N	N	N	N	N	N	N	85	60	807	Y	688	47	32	600	Y	281	53	28	800	Y	427	55	12	.	Y	.	.	55	HIDALGO	108	85	14.7	579	741	.	.	537	72.5	229	30.9	35	4.7	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108908116	0	0	0	0	0	0	 	HILDA C ESCOBAR/ALICIA C RIOS EL	 	N	N	N	N	N	N	N	N	N	N	N	71	60	720	Y	513	47	32	800	Y	375	41	28	800	Y	328	43	12	.	Y	.	.	43	HIDALGO	108	78	16	489	521	.	.	427	82	258	49.5	27	5.2	M	 	.	MISSION CISD	108908	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909001	0	0	0	0	0	0	0	PSJA EARLY COLLEGE H S	 	N	N	N	N	N	N	N	N	N	N	N	70	60	3142	Y	2185	35	17	800	Y	282	46	30	800	Y	367	87	60	25	Y	23.8	24.6	13.4	HIDALGO	108	401	20.3	1978	2011	1461	72.7	1787	88.9	362	18	123	6.1	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108909002	0	0	0	0	0	0	0	PSJA MEMORIAL EARLY COLLEGE H S	 	N	N	N	N	N	N	N	N	N	N	N	68	60	3000	Y	2042	33	17	800	Y	264	43	30	800	Y	340	85	60	24.4	Y	24	24.5	12.3	HIDALGO	108	637	32.5	1962	1871	1317	70.4	1680	89.8	527	28.2	110	5.9	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108909003	0	0	0	0	0	0	0	PSJA NORTH EARLY COLLEGE H S	 	N	N	N	N	N	N	N	N	N	N	N	70	60	3434	Y	2400	34	17	800	Y	275	45	30	800	Y	358	84	60	24.5	Y	23.4	24.2	12.3	HIDALGO	108	858	39.7	2162	2153	1564	72.6	1743	81	465	21.6	161	7.5	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108909005	 	 	 	 	 	 	 	PSJA SONIA M SOTOMAYOR H S	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	54	35	169	Y	92	16	8	400	Y	64	34	13	800	Y	270	100	33	69.5	Y	.	.	4.5	HIDALGO	108	134	68	197	100	100	100	99	99	43	43	6	6	A	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	12	08	08 - 12	S	 	 	01	REGION 01: EDINBURG
108909006	 	 	 	 	 	 	 	ELVIS J BALLEW H S	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	30	35	397	N	120	11	8	200	Y	21	22	13	800	Y	172	93	33	61.8	Y	.	.	0.8	HIDALGO	108	155	61	254	199	198	99.5	198	99.5	111	55.8	12	6	A	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108909007	0	0	0	0	0	0	0	PSJA SOUTHWEST EARLY COLLEGE H S	 	N	N	N	N	N	N	N	N	N	N	N	64	60	2932	Y	1877	28	17	800	Y	220	42	30	800	Y	335	83	60	23	Y	23.7	24.6	12	HIDALGO	108	617	35.4	1743	1812	1812	100	1740	96	742	40.9	125	6.9	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108909008	 	 	 	 	 	 	 	COLLEGE CAREER & TECHNOLOGY ACAD	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	27	35	128	N	35	0	8	200	N	0	23	13	800	Y	185	100	33	73.6	Y	.	.	2.3	HIDALGO	108	125	63.5	197	173	173	100	167	96.5	82	47.4	2	1.2	I	 	2	PHARR-SAN JUAN-ALAMO ISD	108909	12	12	12 - 12	S	 	 	01	REGION 01: EDINBURG
108909009	0	0	0	0	0	1	1	PSJA THOMAS JEFFERSON T-STEM EARLY	 	N	N	N	N	N	N	N	N	N	N	N	92	60	936	Y	858	35	17	600	Y	209	58	30	800	Y	462	93	60	25	Y	25	24.6	18.3	HIDALGO	108	48	7.8	616	671	671	100	519	77.3	75	11.2	11	1.6	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108909011	 	 	 	 	 	 	 	BUELL CENTRAL DAEP	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	0	X	0	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	HIDALGO	108	328	99.7	329	87	23	26.4	83	95.4	36	41.4	10	11.5	X	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	12	06	06 - 12	B	 	 	01	REGION 01: EDINBURG
108909041	0	0	1	0	1	0	0	AUSTIN MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	69	60	2620	Y	1819	34	30	800	Y	271	37	26	1000	Y	373	34	13	.	Y	.	.	34	HIDALGO	108	164	17.6	934	918	0	0	740	80.6	258	28.1	73	8	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108909042	1	0	0	0	1	0	0	ALAMO MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	66	60	1843	Y	1211	32	30	800	Y	253	36	26	1000	Y	357	29	13	.	Y	.	.	29	HIDALGO	108	200	26.4	758	655	0	0	614	93.7	275	42	57	8.7	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108909043	0	0	0	0	1	1	0	LYNDON B JOHNSON MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	66	60	2835	Y	1867	32	30	800	Y	258	36	26	1000	Y	357	29	13	.	Y	.	.	29	HIDALGO	108	300	27.8	1079	1005	0	0	839	83.5	324	32.2	87	8.7	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108909044	0	0	0	0	1	1	1	LIBERTY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	61	60	2852	Y	1753	34	30	800	Y	274	32	26	1000	Y	317	26	13	.	Y	.	.	26	HIDALGO	108	185	16.9	1097	988	0	0	839	84.9	404	40.9	116	11.7	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108909045	0	0	0	0	0	1	0	R YZAGUIRRE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	62	60	2293	Y	1415	34	30	800	Y	269	34	26	1000	Y	340	27	13	.	Y	.	.	27	HIDALGO	108	165	19	867	801	0	0	687	85.8	290	36.2	76	9.5	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108909046	0	0	0	0	0	1	0	KENNEDY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	61	60	1911	Y	1165	32	30	800	Y	253	33	26	1000	Y	325	26	13	.	Y	.	.	26	HIDALGO	108	214	26.7	803	665	0	0	594	89.3	351	52.8	48	7.2	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108909047	0	0	0	0	0	0	0	JAIME ESCALANTE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	63	60	1766	Y	1117	32	30	800	Y	256	35	26	1000	Y	346	26	13	.	Y	.	.	26	HIDALGO	108	136	19	715	648	0	0	630	97.2	374	57.7	61	9.4	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108909048	0	0	0	0	0	0	0	AUDIE MURPHY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	61	60	2714	Y	1664	30	30	800	Y	243	32	26	1000	Y	323	25	13	.	Y	.	.	25	HIDALGO	108	119	11.9	996	938	0	0	863	92	441	47	70	7.5	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108909101	1	1	1	0	1	0	 	JOHN MCKEEVER EL	 	N	N	N	N	N	N	N	N	N	N	N	79	60	796	Y	632	44	32	800	Y	352	48	28	800	Y	381	48	12	.	Y	.	.	48	HIDALGO	108	113	19.8	571	694	0	0	536	77.2	324	46.7	46	6.6	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108909106	1	1	1	0	1	0	 	JOHN DOEDYNS EL	 	N	N	N	N	N	N	N	N	N	N	N	81	60	739	Y	601	47	32	600	Y	281	52	28	800	Y	414	44	12	.	Y	.	.	43.5	HIDALGO	108	80	14.5	552	694	0	0	600	86.5	326	47	54	7.8	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909107	1	1	1	1	1	1	 	GERALDINE PALMER EL	 	N	N	N	N	N	N	N	N	N	N	N	76	60	700	Y	533	54	32	800	Y	431	48	28	800	Y	387	45	12	.	Y	.	.	44.5	HIDALGO	108	146	26	561	647	0	0	571	88.3	396	61.2	67	10.4	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108909108	1	1	0	1	1	0	 	HENRY FORD EL	 	N	N	N	N	N	N	N	N	N	N	N	78	60	909	Y	712	54	32	800	Y	433	46	28	800	Y	371	38	12	.	Y	.	.	38	HIDALGO	108	117	18.4	635	796	0	0	708	88.9	374	47	69	8.7	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108909110	0	0	0	0	0	0	 	ZEFERINO FARIAS EL	 	N	N	N	N	N	N	N	N	N	N	N	71	60	537	Y	383	41	32	800	Y	326	44	28	800	Y	350	35	12	.	Y	.	.	35	HIDALGO	108	84	21.5	390	604	0	0	552	91.4	315	52.2	53	8.8	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909112	1	1	1	1	1	1	 	ALFRED SORENSEN EL	 	N	N	N	N	N	N	N	N	N	N	N	82	60	762	Y	628	54	32	600	Y	321	52	28	800	Y	412	52	12	.	Y	.	.	52	HIDALGO	108	107	18.7	572	666	0	0	521	78.2	260	39	37	5.6	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909113	1	1	1	1	1	1	 	AIDA C ESCOBAR EL	 	N	N	N	N	N	N	N	N	N	N	N	84	60	853	Y	720	54	32	800	Y	431	55	28	800	Y	441	49	12	.	Y	.	.	49	HIDALGO	108	163	23.4	697	804	0	0	732	91	398	49.5	38	4.7	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909115	1	0	0	0	0	1	 	RAUL LONGORIA EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	603	Y	453	41	32	800	Y	329	48	28	800	Y	380	39	12	.	Y	.	.	39	HIDALGO	108	102	23.2	439	660	0	0	617	93.5	326	49.4	33	5	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909116	0	0	0	0	0	0	 	DANIEL RAMIREZ EL	 	N	N	N	N	N	N	N	N	N	N	N	71	60	610	Y	431	53	32	800	Y	422	41	28	800	Y	329	35	12	.	Y	.	.	35	HIDALGO	108	121	25.7	470	551	0	0	515	93.5	385	69.9	27	4.9	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909117	0	1	0	0	0	1	 	KELLY-PHARR EL	 	N	N	N	N	N	N	N	N	N	N	N	68	60	830	Y	561	44	32	800	Y	351	42	28	800	Y	332	37	12	.	Y	.	.	37	HIDALGO	108	131	22	595	735	0	0	609	82.9	435	59.2	40	5.4	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909118	0	0	0	1	0	0	 	AMANDA GARZA-PENA EL	 	N	N	N	N	N	N	N	N	N	N	N	70	60	831	Y	579	52	32	800	Y	413	40	28	800	Y	323	32	12	.	Y	.	.	32	HIDALGO	108	72	14.6	493	676	0	0	633	93.6	384	56.8	37	5.5	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909119	0	0	0	0	1	0	 	EDITH & ETHEL CARMAN EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	723	Y	542	39	32	600	Y	232	42	28	800	Y	332	37	12	.	Y	.	.	36.5	HIDALGO	108	97	19.7	492	617	0	0	414	67.1	147	23.8	38	6.2	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909120	1	1	1	0	1	0	 	ARNOLDO CANTU SR EL	 	N	N	N	N	N	N	N	N	N	N	N	77	60	722	Y	554	48	32	800	Y	383	47	28	800	Y	375	45	12	.	Y	.	.	45	HIDALGO	108	107	19.5	548	673	0	0	571	84.8	307	45.6	32	4.8	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909121	1	1	1	1	1	0	 	SANTOS LIVAS EL	 	N	N	N	N	N	N	N	N	N	N	N	86	60	701	Y	602	51	32	600	Y	307	53	28	800	Y	420	58	12	.	Y	.	.	58	HIDALGO	108	74	15.4	481	601	0	0	533	88.7	273	45.4	30	5	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909122	1	1	1	1	1	0	 	DRS REED - MOCK EL	 	N	N	N	N	N	N	N	N	N	N	N	82	60	608	Y	496	53	32	800	Y	425	49	28	800	Y	389	44	12	.	Y	.	.	43.5	HIDALGO	108	67	15.6	429	552	0	0	454	82.2	263	47.6	67	12.1	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108909123	1	1	0	1	0	0	 	CESAR CHAVEZ EL	 	N	N	N	N	N	N	N	N	N	N	N	87	60	544	Y	471	60	32	800	Y	481	54	28	800	Y	432	46	12	.	Y	.	.	46	HIDALGO	108	78	20.1	389	461	0	0	445	96.5	354	76.8	40	8.7	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909124	1	1	1	1	1	1	 	DR WILLIAM LONG EL	 	N	N	N	N	N	N	N	N	N	N	N	85	60	1025	Y	868	60	32	800	Y	477	56	28	800	Y	444	50	12	.	Y	.	.	50	HIDALGO	108	76	10.9	697	870	0	0	679	78	338	38.9	55	6.3	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909125	0	0	1	0	0	1	 	VIDA N CLOVER EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	632	Y	471	38	32	600	Y	225	45	28	800	Y	359	42	12	.	Y	.	.	42	HIDALGO	108	102	20.3	502	565	0	0	507	89.7	266	47.1	31	5.5	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909126	0	1	1	0	0	0	 	AUGUSTO GUERRA EL	 	N	N	N	N	N	N	N	N	N	N	N	71	60	678	Y	483	44	32	800	Y	353	43	28	800	Y	345	41	12	.	Y	.	.	41	HIDALGO	108	75	17.5	429	571	0	0	529	92.6	366	64.1	26	4.6	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909127	1	1	1	1	1	1	 	GRACIELA GARCIA EL	 	N	N	N	N	N	N	N	N	N	N	N	86	60	722	Y	619	58	32	800	Y	464	56	28	800	Y	448	50	12	.	Y	.	.	50	HIDALGO	108	116	22.6	514	548	0	0	515	94	442	80.7	25	4.6	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909128	1	1	1	1	1	1	 	CARMEN ANAYA EL	 	N	N	N	N	N	N	N	N	N	N	N	93	60	392	Y	365	71	32	600	Y	427	69	28	800	Y	552	72	12	.	Y	.	.	72	HIDALGO	108	75	21.9	342	379	0	0	349	92.1	269	71	22	5.8	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909129	0	0	0	0	0	0	 	SGT LEONEL TREVINO EL	 	N	N	N	N	N	N	N	N	N	N	N	70	60	630	Y	439	41	32	800	Y	331	41	28	800	Y	329	35	12	.	Y	.	.	35	HIDALGO	108	84	17.1	490	548	0	0	504	92	371	67.7	23	4.2	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909130	0	0	1	0	0	0	 	ALLEN & WILLIAM ARNOLD EL	 	N	N	N	N	N	N	N	N	N	N	N	72	60	633	Y	457	38	32	800	Y	301	42	28	800	Y	338	39	12	.	Y	.	.	39	HIDALGO	108	131	25.7	510	646	0	0	516	79.9	267	41.3	42	6.5	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909131	 	 	 	 	 	 	 	PSJA EARLY START	 	N	N	N	N	Y	N	N	Y	Y	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	HIDALGO	108	.	.	.	805	0	0	728	90.4	539	67	36	4.5	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	PK	PK	PK - PK	E	108909000	PHARR-SAN JUAN-ALAMO ISD	01	REGION 01: EDINBURG
108909134	1	1	1	1	1	1	 	MARCIA R GARZA	 	N	N	N	N	N	N	N	N	N	N	N	86	60	578	Y	497	54	32	600	Y	323	59	28	800	Y	469	63	12	.	Y	.	.	63	HIDALGO	108	115	24.8	464	558	0	0	544	97.5	345	61.8	20	3.6	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909136	0	0	0	0	0	0	 	BERTA S PALACIOS EL	 	N	N	N	N	N	N	N	N	N	N	N	73	60	473	Y	344	47	32	600	Y	281	44	28	800	Y	355	36	12	.	Y	.	.	36	HIDALGO	108	68	20.9	326	575	0	0	551	95.8	406	70.6	48	8.3	M	 	.	PHARR-SAN JUAN-ALAMO ISD	108909	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108910001	0	0	0	0	0	0	0	PROGRESO H S	 	N	N	N	N	N	N	N	N	N	N	N	57	60	934	N	530	25	17	600	Y	150	36	30	800	Y	288	78	60	21.6	Y	21.9	24.8	10	HIDALGO	108	90	15.1	597	529	198	37.4	524	99.1	115	21.7	38	7.2	M	 	.	PROGRESO ISD	108910	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108910004	 	 	 	 	 	 	 	DAEP	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	0	X	0	.	17	0	X	.	.	30	0	X	.	.	.	.	X	.	.	.	HIDALGO	108	17	100	17	8	0	0	8	100	4	50	1	12.5	X	 	.	PROGRESO ISD	108910	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108910041	0	0	1	1	1	0	0	DOROTHY THOMPSON MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	69	60	922	Y	636	42	30	800	Y	336	40	26	1000	Y	395	37	13	.	Y	.	.	37	HIDALGO	108	42	13.4	313	281	0	0	281	100	113	40.2	23	8.2	M	 	.	PROGRESO ISD	108910	08	07	07 - 08	M	 	 	01	REGION 01: EDINBURG
108910102	0	0	0	0	0	 	 	PROGRESO EL WEST	 	N	N	N	N	N	N	N	N	N	N	N	72	60	308	Y	223	50	32	600	Y	302	48	28	600	Y	287	46	12	.	Y	.	.	46	HIDALGO	108	32	10.3	310	422	.	.	419	99.3	326	77.3	19	4.5	M	 	.	PROGRESO ISD	108910	04	PK	PK - 04	E	 	 	01	REGION 01: EDINBURG
108910104	0	0	1	0	0	 	 	NORTH EL	 	N	N	N	N	N	N	N	N	N	N	N	71	60	324	Y	231	46	32	600	Y	277	46	28	600	Y	278	50	12	.	Y	.	.	50	HIDALGO	108	51	16.2	315	343	.	.	341	99.4	279	81.3	18	5.2	M	 	.	PROGRESO ISD	108910	04	PK	PK - 04	E	 	 	01	REGION 01: EDINBURG
108910105	0	0	0	0	0	 	 	EAST EL	 	N	N	N	N	N	N	N	N	N	N	N	65	60	663	Y	432	30	30	800	Y	239	36	26	600	Y	216	21	13	.	Y	.	.	21	HIDALGO	108	31	10	309	274	0	0	272	99.3	149	54.4	21	7.7	M	 	.	PROGRESO ISD	108910	06	05	05 - 06	M	 	 	01	REGION 01: EDINBURG
